Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
VLY,2014-10-31,-11.46,0.98,19.54,43.11,0.22,0.04,14.74,-0.78,0.38,13.67,2.6,64.63,118.77
VMI,2014-10-31,-2.54,1.12,20.83,49.7,0.75,0.14,14.85,-0.17,1.26,96.05,14.41,107.27,135.69
VOCS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VAL,2014-10-31,12.33,0.91,18.52,41.71,1.46,0.3,14.19,0.87,2.73,253.2,28.71,128.53,85.94
VOXX,2014-10-31,-18.65,2.22,50.91,32.9,0.34,0.08,44.69,-0.42,0.72,32.04,5.72,126.28,244.63
VVTV,2014-10-31,-8.36,2.96,76.38,25.95,0.52,0.13,70.6,-0.12,0.91,78.55,12.29,213.25,424.74
VRNG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSEC,2014-10-31,6.12,0.49,37.87,2.94,0.37,0.29,37.9,0.16,0.76,43.79,7.53,78.61,94.98
VIAS,2014-10-31,121.73,3.1,362.54,1.26,0.47,0.56,361.3,0.34,8.2,898.11,58.43,240.72,166.59
WTI,2014-10-31,-17.38,1.96,56.43,20.89,0.26,0.07,51.76,-0.34,0.46,-3.31,-0.67,115.39,329.21
VGR,2014-10-31,16.26,0.28,16.79,4.84,1.24,0.74,18.91,0.86,2.81,163.71,21.4,67.41,-11.77
VVUS,2014-10-31,-15.26,1.15,67.86,4.99,0.05,0.03,66.17,-0.23,0.11,-57.09,-15.57,12.73,141.12
VOLC,2014-10-31,-5.69,0.24,32.5,0.94,-0.06,-0.07,33.85,-0.17,-0.09,-29.48,-6.75,-23.76,17.47
VG,2014-10-31,12.32,0.9,49.24,5.77,0.55,0.3,47.81,0.26,1.21,120.25,17.11,115.52,121.96
WBS,2014-10-31,3.26,1.42,31.0,36.25,0.85,0.19,25.36,0.13,1.87,196.42,24.27,127.2,101.26
WTW,2014-10-31,-11.86,1.41,47.08,15.57,0.24,0.08,43.6,-0.27,0.38,4.99,0.98,87.21,192.78
WCG,2014-10-31,1.48,1.55,39.5,26.54,0.67,0.17,34.62,0.04,1.52,159.74,21.03,140.75,160.41
WERN,2014-10-31,4.91,0.62,19.54,17.3,0.77,0.24,18.46,0.27,1.37,92.33,13.97,70.68,67.82
WCC,2014-10-31,-3.26,2.0,34.99,56.39,0.83,0.15,26.58,-0.12,1.6,222.42,26.38,165.99,194.48
WTBA,2014-10-31,15.16,1.12,29.88,24.39,1.12,0.3,26.03,0.58,2.43,325.06,33.56,142.15,98.26
WSTC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WMAR,2014-10-31,-10.65,1.38,36.93,23.96,0.32,0.08,32.58,-0.33,0.57,29.13,5.25,106.83,194.25
WSM,2014-10-31,9.09,1.37,29.49,37.11,1.06,0.23,23.88,0.38,2.32,284.32,30.9,151.28,121.47
WLB,2014-10-31,13.66,2.09,51.46,28.59,0.93,0.23,45.8,0.3,1.42,454.93,40.88,241.34,248.01
WLT,2014-10-31,-76.42,2.33,62.31,24.05,-0.62,-0.17,57.03,-1.34,-0.81,-95.72,-46.74,-23.96,468.74
WAC,2014-10-31,9.52,0.85,41.87,7.06,0.56,0.27,40.42,0.24,1.39,111.73,16.19,92.86,82.24
WABC,2014-10-31,-12.2,1.1,20.11,51.25,0.28,0.05,14.1,-0.86,0.5,20.21,3.75,71.13,129.49
WBCO,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WTS,2014-10-31,-5.28,1.58,28.13,54.19,0.72,0.13,20.48,-0.26,1.58,127.4,17.86,136.18,158.02
WAFD,2014-10-31,-12.51,1.35,24.08,54.33,0.39,0.07,16.91,-0.74,0.56,38.87,6.79,92.7,152.7
WAL,2014-10-31,23.98,1.21,39.81,15.85,1.09,0.36,36.62,0.65,2.7,511.95,43.66,173.8,92.46
WNR,2014-10-31,26.95,1.8,48.94,23.33,1.15,0.31,44.12,0.61,2.09,806.61,55.41,226.58,198.87
WASH,2014-10-31,9.48,0.97,22.64,31.5,1.11,0.26,18.74,0.51,2.22,209.25,25.33,112.47,74.97
WFD,2014-10-31,-9.64,0.86,17.0,44.27,0.26,0.05,12.82,-0.75,0.41,16.05,3.02,60.88,114.64
WCN,2014-10-31,13.03,0.38,13.5,13.68,1.42,0.51,14.95,0.87,3.05,148.9,20.01,75.13,12.3
WPP,2014-10-31,-12.32,1.34,35.29,24.98,0.27,0.07,30.9,-0.4,0.48,19.14,3.57,89.44,159.63
VPFG,2014-10-31,11.32,0.88,24.3,22.71,1.05,0.29,21.42,0.53,2.32,209.93,25.39,111.58,80.78
WDFC,2014-10-31,8.49,0.85,20.21,30.51,1.1,0.26,16.96,0.5,2.12,174.66,22.39,104.12,78.5
WSBF,2014-10-31,33.66,0.34,52.66,0.7,0.74,1.16,53.19,0.63,1.2,263.83,29.47,100.09,8.11
WLK,2014-10-31,8.78,2.34,46.22,44.25,1.01,0.2,38.74,0.23,1.78,509.26,43.54,227.04,228.84
WWWW,2014-10-31,18.41,1.08,54.06,6.88,0.66,0.33,52.17,0.35,1.24,191.62,23.87,106.63,108.63
WBMD,2014-10-31,1.86,0.65,39.98,4.55,0.31,0.19,39.33,0.05,0.46,25.31,4.62,61.46,100.73
VITC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSI,2014-10-31,11.24,0.76,28.12,12.7,0.84,0.31,26.46,0.42,1.43,167.1,21.71,85.72,41.99
WIBC,2014-10-31,-7.27,1.42,41.31,20.39,0.38,0.11,37.27,-0.19,0.7,45.77,7.83,94.81,161.4
WINA,2014-10-31,25.76,0.38,30.55,2.64,1.04,0.84,31.23,0.82,1.98,289.4,31.24,92.51,-20.84
WR,2014-10-31,11.63,0.48,14.45,19.05,1.34,0.4,14.69,0.79,1.9,149.88,20.1,83.78,36.2
WGO,2014-10-31,-16.33,2.37,45.73,46.46,0.49,0.09,38.01,-0.43,0.96,84.43,13.02,193.71,328.9
WSTL,2014-10-31,-2.65,0.83,37.29,8.46,0.29,0.13,35.75,-0.07,0.38,19.64,3.65,51.9,92.69
WTFC,2014-10-31,-1.65,0.91,23.31,26.26,0.56,0.14,20.05,-0.08,0.99,68.89,11.05,80.92,90.59
WETF,2014-10-31,20.0,2.04,52.57,25.9,1.01,0.26,47.25,0.42,2.18,623.04,48.54,238.81,217.23
XNPT,2014-10-31,-12.01,0.78,57.8,3.12,0.01,0.01,56.97,-0.21,0.01,-59.43,-16.51,8.52,169.59
XRM,2014-10-31,-10.84,2.07,78.46,11.96,0.29,0.11,74.94,-0.14,0.61,-23.09,-5.12,180.48,427.58
XOOM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WHG,2014-10-31,4.81,0.9,23.38,25.85,0.83,0.22,20.17,0.24,1.52,131.58,18.29,107.58,107.2
WTSL,2014-10-31,-47.31,1.09,52.07,7.5,-0.57,-0.27,50.09,-0.94,-0.82,-89.34,-36.09,-21.68,303.74
WEX,2014-10-31,5.78,1.62,27.93,58.22,1.15,0.2,19.82,0.29,2.12,306.88,32.4,160.97,150.24
WEYS,2014-10-31,-0.27,0.71,19.91,22.0,0.57,0.16,17.99,-0.01,1.15,60.22,9.89,72.76,84.46
XPO,2014-10-31,30.26,2.1,62.23,19.59,1.03,0.31,57.63,0.53,2.08,888.12,58.11,193.32,41.48
YELP,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YORW,2014-10-31,4.15,0.56,15.34,23.01,0.86,0.24,14.65,0.28,1.3,82.99,12.85,64.61,47.68
YRCW,2014-10-31,58.08,3.09,329.52,1.51,0.33,0.35,328.16,0.18,1.39,-99.45,-64.71,80.09,881.13
WGL,2014-10-31,2.31,0.65,17.8,22.92,0.72,0.2,16.3,0.14,1.23,75.96,11.97,75.17,67.95
WWW,2014-10-31,1.24,1.1,26.19,30.53,0.73,0.17,21.87,0.06,1.33,119.55,17.03,109.49,129.45
INT,2014-10-31,-3.89,1.05,25.44,29.61,0.52,0.13,21.36,-0.18,0.85,65.69,10.63,86.19,123.32
ZLC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WWAV,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WTM,2014-10-31,7.55,0.47,14.03,19.71,1.09,0.32,14.35,0.53,2.26,104.24,15.35,62.68,23.78
WHF,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZBRA,2014-10-31,3.31,1.32,25.25,47.53,0.98,0.19,18.78,0.18,1.86,195.0,24.16,135.83,129.89
ZLTQ,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WLL,2014-10-31,-9.28,2.0,38.81,45.69,0.6,0.12,31.45,-0.3,0.87,117.16,16.78,157.38,236.65
ZEP,2014-10-31,-4.44,0.56,32.36,5.25,0.15,0.08,32.01,-0.14,0.27,-1.11,-0.22,45.08,106.12
Z,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZIOP,2014-10-31,-11.33,2.1,64.22,18.41,0.35,0.11,59.77,-0.19,0.53,3.43,0.68,139.31,293.64
WDAY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WG,2014-10-31,-30.87,2.27,68.27,19.14,0.09,0.03,63.63,-0.49,0.17,-55.33,-14.88,87.27,292.02
WAIR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOR,2014-10-31,5.83,1.65,32.07,45.59,1.02,0.2,25.14,0.23,1.9,292.43,31.45,178.39,177.91
ZUMZ,2014-10-31,-1.58,1.98,51.24,25.86,0.6,0.15,45.97,-0.03,1.24,147.81,19.9,150.31,217.13
WLH,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WST,2014-10-31,9.26,0.78,19.9,26.27,1.1,0.28,17.34,0.53,2.43,169.91,21.97,99.21,70.87
CWEI,2014-10-31,-0.63,2.52,61.0,29.38,0.66,0.16,55.0,-0.01,1.57,217.33,25.98,224.59,334.99
WMGI,2014-10-31,7.43,0.58,26.92,8.09,0.63,0.29,26.38,0.28,1.07,94.58,14.24,92.27,97.74
WRLD,2014-10-31,17.86,0.47,30.03,4.28,0.85,0.54,30.18,0.59,1.31,185.61,23.35,69.33,-13.63
WSFS,2014-10-31,3.77,1.34,26.85,43.3,0.95,0.19,20.72,0.18,2.43,202.19,24.75,128.83,125.96
XOMA,2014-10-31,-30.44,2.93,90.95,17.94,0.19,0.06,86.21,-0.35,0.44,-57.94,-15.9,115.96,394.99
YDKN,2014-10-31,0.92,1.26,46.6,12.66,0.46,0.17,43.69,0.02,0.87,75.82,11.95,128.7,138.34
ZAZA,2014-10-31,-67.71,1.81,77.41,9.45,-0.49,-0.21,74.43,-0.91,-0.9,-97.21,-51.12,-45.75,477.23
ZIXI,2014-10-31,7.84,0.65,36.76,5.33,0.5,0.28,36.07,0.22,0.82,80.33,12.52,58.46,33.9
ZGNX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLF,2014-10-31,-41.39,2.3,57.57,27.66,-0.07,-0.02,51.88,-0.8,-0.12,-64.46,-18.69,62.76,315.17
LIFE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OFIX,2014-10-31,-8.42,0.7,31.93,8.33,0.09,0.04,30.82,-0.27,0.21,-8.28,-1.71,45.7,114.94
PTGI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SANM,2014-10-31,6.17,2.17,52.77,29.09,0.78,0.19,47.0,0.13,1.21,290.5,31.32,232.6,247.13
TAL,2014-10-31,11.3,1.67,35.66,37.76,1.08,0.23,29.47,0.38,1.55,390.65,37.45,191.46,167.01
SYX,2014-10-31,-15.65,1.73,41.26,30.28,0.3,0.07,35.76,-0.44,0.45,22.13,4.08,116.6,228.23
TDY,2014-10-31,7.42,1.03,19.63,47.97,1.23,0.23,14.17,0.52,2.15,203.37,24.85,117.16,75.79
TGH,2014-10-31,7.12,1.17,32.21,22.75,0.81,0.22,28.39,0.25,1.62,189.13,23.66,127.82,125.54
TESS,2014-10-31,15.2,1.2,47.43,11.09,0.73,0.29,44.8,0.34,1.28,232.0,27.12,125.19,86.28
TREX,2014-10-31,11.73,2.08,49.26,30.69,0.92,0.22,43.38,0.27,2.14,440.54,40.14,241.08,254.03
TRI,2014-10-31,-5.5,0.84,16.04,46.84,0.5,0.1,11.9,-0.46,0.72,40.66,7.06,75.59,109.17
TITN,2014-10-31,-7.84,1.31,41.77,17.09,0.32,0.1,38.25,-0.2,0.56,28.24,5.1,68.64,128.5
TW,2014-10-31,7.04,0.95,26.21,22.77,0.86,0.24,23.04,0.31,1.78,160.71,21.12,109.46,85.41
TOL,2014-10-31,-6.84,1.42,28.01,44.18,0.58,0.11,21.63,-0.32,0.83,84.47,13.03,105.48,137.73
TDG,2014-10-31,26.06,0.76,19.63,25.76,1.95,0.51,17.21,1.51,3.21,505.49,43.36,120.05,-23.69
TRR,2014-10-31,4.57,1.44,48.95,15.04,0.57,0.19,45.49,0.1,0.96,124.69,17.58,102.12,122.15
WOOF,2014-10-31,-1.37,1.11,27.41,28.23,0.61,0.15,23.26,-0.06,1.0,91.31,13.85,95.48,118.81
VVC,2014-10-31,11.31,0.53,16.38,18.38,1.22,0.37,16.01,0.71,1.72,153.23,20.42,91.7,47.3
WSBC,2014-10-31,10.78,0.79,22.36,21.38,1.05,0.3,20.02,0.54,1.9,186.12,23.4,95.75,51.23
ZNGA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCMP,2014-10-31,5.38,1.5,59.02,11.22,0.51,0.2,56.01,0.1,0.96,97.25,14.55,150.24,225.79
SRI,2014-10-31,-22.78,3.11,58.72,48.52,0.47,0.09,50.46,-0.45,0.81,76.73,12.06,203.04,371.94
BEN,2014-10-31,-12.63,1.6,24.88,71.57,0.54,0.08,15.44,-0.82,0.72,66.98,10.8,131.77,209.34
DVN,2014-10-31,-18.16,1.29,25.52,44.4,0.11,0.02,19.42,-0.94,0.18,-1.59,-0.32,78.37,193.64
JOY,2014-10-31,-23.41,1.99,38.12,47.03,0.23,0.04,30.64,-0.76,0.41,10.5,2.02,95.87,211.31
CHK,2014-10-31,-14.15,1.2,34.69,20.5,0.15,0.04,31.04,-0.46,0.27,-2.64,-0.53,80.1,181.76
CVS,2014-10-31,4.58,0.96,20.83,36.81,0.97,0.21,16.57,0.28,1.45,145.69,19.7,100.91,84.99
CMCSA,2014-10-31,12.1,1.19,21.97,50.39,1.43,0.26,15.67,0.77,2.99,321.45,33.34,148.99,91.94
SNDK,2014-10-31,18.46,1.29,41.53,16.56,0.95,0.31,38.12,0.48,1.68,367.49,36.13,186.69,188.15
COL,2014-10-31,-1.46,0.93,18.75,42.79,0.73,0.15,14.21,-0.1,1.23,81.96,12.72,96.79,108.91
BHE,2014-10-31,-12.12,1.39,27.12,45.23,0.38,0.08,20.71,-0.58,0.6,41.19,7.14,111.98,191.38
BGCP,2014-10-31,2.79,1.51,38.81,26.08,0.7,0.18,34.03,0.08,1.41,172.14,22.17,141.74,171.08
WRB,2014-10-31,7.45,0.61,15.08,27.98,1.15,0.29,13.8,0.54,1.98,124.34,17.54,80.24,43.79
BHLB,2014-10-31,-4.03,0.88,22.78,25.52,0.45,0.12,19.73,-0.2,0.55,46.16,7.89,77.44,121.44
BIG,2014-10-31,2.3,0.98,35.64,13.08,0.51,0.19,33.23,0.07,0.85,82.91,12.84,116.91,160.06
BCEI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BH,2014-10-31,-5.71,1.12,30.82,22.82,0.4,0.11,27.12,-0.21,0.65,49.85,8.43,88.1,158.34
BDSI,2014-10-31,28.0,2.34,94.38,10.58,0.7,0.28,90.96,0.31,1.46,337.19,34.32,204.56,173.98
BMRN,2014-10-31,23.49,0.93,31.84,14.75,1.21,0.41,29.42,0.8,2.11,430.21,39.6,137.5,39.05
BIOL,2014-10-31,-3.01,2.49,83.68,15.28,0.45,0.15,79.47,-0.04,0.94,33.15,5.89,233.9,419.47
BIO,2014-10-31,-13.14,1.22,20.09,63.31,0.33,0.05,12.49,-1.05,0.52,26.21,4.77,86.83,163.5
BRLI,2014-10-31,6.18,0.86,39.6,8.18,0.51,0.23,37.99,0.16,0.84,85.83,13.19,129.39,183.57
BIOS,2014-10-31,-0.82,0.77,56.13,3.21,0.21,0.15,55.3,-0.01,0.36,-14.32,-3.04,54.07,95.12
BJRI,2014-10-31,10.09,0.98,33.58,14.66,0.77,0.27,31.02,0.33,1.27,175.81,22.5,131.67,145.27
BBOX,2014-10-31,-21.51,1.48,36.02,29.02,0.07,0.02,30.99,-0.69,0.15,-16.34,-3.51,74.38,210.08
BTX,2014-10-31,-12.72,0.99,55.54,5.52,0.06,0.03,53.98,-0.24,0.12,-42.25,-10.4,38.27,224.58
BAH,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKH,2014-10-31,9.93,0.77,20.07,25.48,1.12,0.29,17.58,0.56,1.48,176.72,22.58,123.91,105.47
HAWK,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLMN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLKB,2014-10-31,-0.64,1.2,25.77,37.63,0.73,0.16,20.52,-0.03,1.26,118.66,16.94,100.88,99.74
BKCC,2014-10-31,1.18,0.98,20.77,38.59,0.82,0.17,16.28,0.07,1.29,111.34,16.14,91.77,77.5
BLT,2014-10-31,-3.11,1.11,30.07,23.47,0.5,0.13,26.35,-0.12,1.0,69.36,11.11,98.21,140.63
NILE,2014-10-31,-22.37,1.2,40.79,14.99,-0.07,-0.02,37.7,-0.59,-0.15,-40.88,-9.98,52.14,228.92
BCOR,2014-10-31,5.77,0.88,36.11,10.22,0.55,0.23,34.26,0.17,0.9,97.78,14.61,100.52,100.6
BXC,2014-10-31,-40.59,2.27,53.2,31.54,-0.07,-0.02,47.09,-0.86,-0.11,-59.04,-16.35,118.17,424.72
BTH,2014-10-31,-10.65,1.15,69.74,4.68,0.11,0.07,68.11,-0.16,0.23,-49.32,-12.71,24.64,188.31
BNCN,2014-10-31,15.84,0.37,23.48,4.34,0.93,0.59,24.4,0.65,2.58,161.46,21.19,87.47,26.8
BODY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOBE,2014-10-31,4.67,0.81,23.3,20.65,0.76,0.22,20.91,0.22,1.44,112.75,16.3,68.13,45.12
BOFI,2014-10-31,34.74,1.0,34.89,14.28,1.46,0.51,32.3,1.08,2.54,823.5,55.99,176.94,34.72
WIFI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNH,2014-10-31,68.57,0.89,74.83,2.43,1.11,0.93,73.93,0.93,3.19,1964.91,83.22,246.87,54.48
BOLT,2014-10-31,4.85,1.19,32.14,23.87,0.75,0.2,28.16,0.17,1.31,161.11,21.16,107.01,110.05
BONT,2014-10-31,-23.94,4.09,95.87,31.49,0.44,0.1,89.17,-0.27,0.97,3.89,0.77,338.0,687.81
BOKF,2014-10-31,0.09,0.82,16.47,42.5,0.81,0.16,12.72,0.01,1.58,82.67,12.81,72.35,68.12
SAM,2014-10-31,32.38,0.63,30.46,7.34,1.4,0.68,29.73,1.09,2.92,555.26,45.64,127.4,-3.5
BPFH,2014-10-31,6.13,0.94,30.31,16.75,0.71,0.23,27.67,0.22,1.31,134.93,18.63,95.78,66.29
EPAY,2014-10-31,-11.72,1.72,33.1,46.43,0.49,0.09,25.99,-0.45,0.82,70.91,11.32,146.06,244.26
BDBD,2014-10-31,6.64,1.06,52.04,7.1,0.46,0.23,50.16,0.13,0.67,68.18,10.96,88.75,120.55
BYD,2014-10-31,-11.63,2.12,53.03,27.48,0.43,0.11,47.48,-0.24,0.74,56.93,9.43,165.11,300.36
BPZ,2014-10-31,-43.76,1.87,62.12,15.57,-0.22,-0.07,58.2,-0.75,-0.43,-80.32,-27.75,41.67,362.7
BBRG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPI,2014-10-31,-24.0,2.4,55.74,31.91,0.27,0.06,49.52,-0.48,0.34,-10.86,-2.27,87.45,227.62
BRC,2014-10-31,-22.68,1.45,25.45,56.35,0.04,0.01,17.84,-1.27,0.06,-10.59,-2.21,97.0,236.67
BBNK,2014-10-31,18.98,0.57,19.97,14.11,1.41,0.49,19.35,0.98,2.19,268.24,29.79,103.05,7.39
BDGE,2014-10-31,-1.17,0.75,23.9,17.03,0.46,0.15,22.02,-0.05,0.78,51.22,8.62,66.88,92.35
BGG,2014-10-31,-14.89,1.42,29.17,40.94,0.28,0.06,23.09,-0.65,0.44,22.11,4.08,122.49,239.56
BCOV,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EAT,2014-10-31,19.94,0.9,24.22,23.83,1.43,0.38,21.18,0.94,2.29,379.33,36.81,122.34,32.44
BCO,2014-10-31,-22.45,1.62,31.32,46.06,0.12,0.02,24.4,-0.92,0.26,-4.52,-0.92,90.87,219.09
CARB,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRS,2014-10-31,0.62,1.4,26.94,46.54,0.87,0.17,20.38,0.03,1.42,167.28,21.73,133.39,157.97
BR,2014-10-31,2.37,1.08,20.64,47.05,0.96,0.18,15.05,0.16,1.24,141.59,19.29,115.35,104.06
BRKS,2014-10-31,-7.43,1.69,35.91,38.16,0.56,0.12,29.65,-0.25,1.19,99.95,14.86,165.29,261.46
BRCD,2014-10-31,-3.64,0.89,35.32,11.02,0.31,0.12,33.35,-0.11,0.41,25.19,4.6,75.0,94.0
BSFT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKD,2014-10-31,-12.86,2.11,39.7,48.9,0.54,0.1,31.92,-0.4,0.96,100.18,14.89,170.81,265.6
BRKL,2014-10-31,-9.6,0.88,19.66,34.81,0.24,0.05,15.95,-0.6,0.43,15.54,2.93,64.68,125.64
BRKR,2014-10-31,-2.49,1.25,31.44,27.35,0.57,0.14,27.0,-0.09,1.03,91.24,13.85,117.31,162.07
BRO,2014-10-31,-0.69,0.95,21.83,32.87,0.68,0.16,17.9,-0.04,1.13,86.68,13.3,83.46,91.82
BC,2014-10-31,-1.46,2.81,48.68,57.59,0.91,0.16,39.64,-0.04,1.55,404.91,38.24,256.95,293.8
BKE,2014-10-31,-21.01,1.62,53.67,15.83,0.1,0.03,49.92,-0.42,0.09,-85.64,-32.17,114.71,581.94
BWLD,2014-10-31,14.85,0.99,32.08,16.32,0.96,0.31,29.34,0.51,1.91,264.01,29.49,127.21,78.29
BLDR,2014-10-31,-13.74,2.26,54.4,29.77,0.42,0.1,48.5,-0.28,0.79,52.44,8.8,196.98,319.79
CFFI,2014-10-31,12.88,0.31,29.47,1.97,0.61,0.57,30.54,0.42,0.93,98.13,14.65,55.58,26.11
BKW,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BG,2014-10-31,-2.04,0.89,20.29,32.89,0.61,0.14,16.69,-0.12,0.94,67.72,10.9,67.38,71.33
CAB,2014-10-31,10.42,1.45,38.61,24.52,0.88,0.23,34.08,0.31,1.79,282.02,30.74,149.38,143.71
CCMP,2014-10-31,1.03,1.13,28.66,26.95,0.68,0.17,24.56,0.04,1.22,115.15,16.56,140.08,190.7
CBT,2014-10-31,-6.73,1.8,32.53,52.67,0.69,0.12,24.71,-0.27,1.12,135.03,18.64,155.79,215.24
CACI,2014-10-31,-5.33,1.23,27.16,35.44,0.54,0.12,22.03,-0.24,0.71,72.81,11.56,103.1,143.77
CDNS,2014-10-31,2.52,1.37,25.15,50.93,0.98,0.18,18.26,0.14,1.86,193.78,24.05,142.9,130.64
HERO,2014-10-31,-48.57,2.58,56.8,35.56,-0.12,-0.03,50.09,-0.97,-0.2,-67.84,-20.3,113.31,437.07
CZR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAP,2014-10-31,1.06,1.7,40.83,30.06,0.7,0.17,35.37,0.03,1.51,180.67,22.92,150.53,201.15
DVR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CALM,2014-10-31,19.38,0.62,25.02,10.57,1.18,0.48,24.18,0.8,2.16,270.95,29.98,113.8,49.61
CLMS,2014-10-31,-14.76,1.76,32.56,50.22,0.42,0.08,25.02,-0.59,0.79,54.26,9.06,133.94,227.53
CVGW,2014-10-31,17.64,0.5,25.86,6.41,1.0,0.52,25.87,0.68,2.44,207.2,25.17,71.83,-10.77
CAMP,2014-10-31,29.44,1.04,43.2,10.1,1.07,0.44,40.96,0.72,1.41,519.94,44.04,134.21,3.0
CCC,2014-10-31,-7.33,1.01,26.25,25.33,0.34,0.09,22.68,-0.32,0.66,32.77,5.83,104.23,176.64
CFNB,2014-10-31,3.34,0.57,19.12,15.53,0.66,0.22,18.44,0.18,1.16,72.3,11.5,49.56,43.61
CWT,2014-10-31,1.31,0.59,15.71,24.41,0.69,0.18,14.68,0.09,1.23,62.72,10.23,67.08,73.01
CALX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ELY,2014-10-31,-16.45,1.54,32.82,38.1,0.26,0.06,26.78,-0.61,0.45,18.01,3.37,109.25,234.98
CPN,2014-10-31,5.59,0.67,21.46,16.71,0.77,0.25,20.07,0.28,1.46,103.02,15.22,91.59,85.77
CALD,2014-10-31,20.2,1.29,45.58,13.86,0.9,0.32,42.48,0.48,1.45,361.97,35.81,170.72,125.63
CBM,2014-10-31,22.74,0.68,41.76,4.58,0.81,0.5,41.01,0.55,1.4,251.33,28.57,105.05,19.45
CAC,2014-10-31,-7.93,1.23,25.09,41.44,0.48,0.1,19.43,-0.41,0.82,56.76,9.41,112.6,187.07
CMN,2014-10-31,15.38,1.65,35.58,37.21,1.19,0.26,29.47,0.52,3.15,501.24,43.16,201.66,165.49
