Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
CSU,2014-10-31,15.04,1.2,33.33,22.4,1.04,0.29,29.48,0.51,2.31,325.33,33.58,156.35,121.42
CPLA,2014-10-31,-18.53,1.82,44.36,28.99,0.25,0.06,38.89,-0.48,0.38,5.04,0.99,96.22,208.23
CFFN,2014-10-31,14.34,2.03,111.98,5.68,0.42,0.23,109.59,0.13,3.04,191.36,23.85,112.73,77.8
CCBG,2014-10-31,-4.98,1.05,33.01,17.48,0.37,0.11,29.99,-0.17,0.6,40.17,6.99,91.5,161.1
CSWC,2014-10-31,0.88,1.0,20.99,39.43,0.82,0.17,16.33,0.05,1.3,111.83,16.2,93.76,95.25
CPST,2014-10-31,-18.74,1.64,47.26,20.67,0.17,0.05,42.91,-0.44,0.28,-14.53,-3.09,114.2,284.96
CRR,2014-10-31,-10.62,1.41,50.53,13.4,0.24,0.09,47.33,-0.22,0.33,-6.37,-1.31,91.75,240.73
CFNL,2014-10-31,2.74,1.15,24.91,37.02,0.86,0.19,19.87,0.14,1.51,150.98,20.21,102.54,86.72
CSII,2014-10-31,37.57,0.8,53.89,3.81,0.94,0.63,52.92,0.71,2.07,533.95,44.68,132.0,42.7
CATM,2014-10-31,21.96,0.57,28.62,6.87,1.09,0.55,28.18,0.78,1.72,285.83,31.0,78.12,-49.19
CSL,2014-10-31,4.62,1.33,27.26,41.33,0.96,0.2,21.33,0.22,1.51,208.89,25.3,133.17,121.43
CKEC,2014-10-31,15.19,1.81,67.56,12.38,0.66,0.25,64.13,0.24,1.12,226.04,26.66,171.61,194.55
CRS,2014-10-31,-2.61,1.64,32.42,44.18,0.74,0.15,25.64,-0.1,1.19,156.32,20.71,151.92,187.82
TAST,2014-10-31,21.19,0.94,40.61,9.32,0.9,0.39,38.68,0.55,1.74,315.79,32.98,125.32,54.69
CRZO,2014-10-31,-6.54,1.97,43.34,35.79,0.59,0.13,37.0,-0.18,0.95,124.07,17.51,140.91,215.42
CRI,2014-10-31,16.44,0.74,29.51,10.85,0.96,0.38,28.07,0.59,2.63,235.76,27.41,82.08,25.68
CASY,2014-10-31,11.14,0.69,20.47,19.42,1.09,0.32,18.83,0.59,2.79,174.9,22.42,86.93,22.67
CACB,2014-10-31,-13.72,0.92,55.4,4.77,0.02,0.01,54.07,-0.25,0.04,-49.9,-12.91,10.9,201.04
CWST,2014-10-31,-6.98,1.53,44.39,20.64,0.4,0.12,40.16,-0.17,1.19,61.29,10.03,89.94,112.66
CAS,2014-10-31,-24.8,1.93,57.55,19.41,0.11,0.03,53.09,-0.47,0.19,-34.78,-8.19,102.15,293.21
CSH,2014-10-31,4.12,0.56,25.56,8.29,0.52,0.24,25.15,0.16,0.91,65.23,10.57,53.81,44.93
CTRX,2014-10-31,31.6,0.19,35.12,0.52,0.99,1.8,36.6,0.86,1.66,317.43,33.08,76.23,-69.59
CASS,2014-10-31,-2.24,1.05,26.51,27.19,0.56,0.14,22.63,-0.1,0.91,77.37,12.14,98.57,132.79
CATY,2014-10-31,1.71,1.59,32.74,40.69,0.84,0.17,26.37,0.06,1.57,205.39,25.02,145.37,140.88
CATO,2014-10-31,4.55,0.89,23.54,24.47,0.8,0.21,20.51,0.22,1.45,124.83,17.59,83.96,69.82
CVCO,2014-10-31,1.88,1.31,34.45,24.94,0.67,0.18,30.12,0.06,1.3,139.7,19.11,104.85,116.28
CDI,2014-10-31,-7.56,1.48,35.17,30.73,0.47,0.11,29.95,-0.25,0.73,67.65,10.89,107.72,188.49
CBEY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBZ,2014-10-31,-4.94,0.78,22.09,21.67,0.35,0.1,19.76,-0.25,0.63,31.11,5.57,85.97,153.35
CBOE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CECE,2014-10-31,14.33,1.26,38.58,18.56,0.9,0.28,34.99,0.41,2.42,304.67,32.26,145.14,95.67
CGI,2014-10-31,-5.0,1.58,36.34,32.66,0.57,0.13,30.78,-0.16,0.87,102.61,15.17,127.48,176.12
CE,2014-10-31,-8.37,1.86,33.84,52.31,0.65,0.12,25.98,-0.32,0.87,123.48,17.45,147.41,202.62
CTIC,2014-10-31,-46.42,1.12,63.86,5.3,-0.44,-0.25,62.16,-0.75,-0.73,-91.44,-38.83,-32.71,328.12
CNC,2014-10-31,20.16,1.14,33.86,19.75,1.14,0.34,30.39,0.66,2.33,419.74,39.05,157.06,86.36
CSFL,2014-10-31,0.81,0.76,28.55,12.11,0.46,0.17,26.96,0.03,0.89,58.38,9.63,73.02,83.28
CNBC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CETV,2014-10-31,-58.77,2.26,70.09,17.95,-0.31,-0.1,65.62,-0.9,-0.56,-90.33,-37.33,7.32,362.51
CENTA,2014-10-31,-19.74,1.45,34.76,30.18,0.11,0.03,29.65,-0.67,0.26,-9.2,-1.91,93.3,207.57
CPF,2014-10-31,-6.79,0.8,52.56,3.97,0.12,0.08,51.57,-0.13,0.16,-31.44,-7.27,35.05,132.55
CENX,2014-10-31,0.23,2.36,55.15,31.6,0.7,0.16,48.99,0.0,1.29,237.72,27.56,225.24,295.21
CNBKA,2014-10-31,5.14,0.47,21.18,8.54,0.6,0.27,21.41,0.24,0.82,69.76,11.16,49.3,27.68
CVO,2014-10-31,-45.58,2.05,44.44,36.69,-0.28,-0.06,37.95,-1.2,-0.42,-67.8,-20.28,111.53,410.83
CPHD,2014-10-31,20.97,0.87,38.08,9.02,0.92,0.4,36.36,0.58,1.48,299.47,31.92,127.2,46.44
CERS,2014-10-31,-1.36,1.95,50.81,25.41,0.6,0.16,45.62,-0.03,1.14,147.62,19.88,166.9,171.36
CRL,2014-10-31,-0.98,0.95,26.94,21.66,0.54,0.15,23.85,-0.04,0.82,72.95,11.58,84.99,102.44
ECOM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEVA,2014-10-31,3.78,0.79,38.97,7.12,0.43,0.21,37.66,0.1,0.98,60.91,9.98,55.25,85.73
GTLS,2014-10-31,-1.21,1.8,47.78,24.41,0.59,0.16,42.84,-0.03,1.27,135.46,18.68,122.49,184.39
CHE,2014-10-31,7.57,0.75,20.9,21.98,0.94,0.26,18.76,0.4,1.86,139.79,19.11,95.26,77.62
CHFN,2014-10-31,0.14,0.17,22.45,1.02,0.13,0.17,24.84,0.01,0.16,2.14,0.42,11.78,21.06
CHTR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCF,2014-10-31,3.2,1.66,36.76,35.33,0.82,0.18,30.82,0.1,1.5,224.5,26.54,171.43,184.52
CKP,2014-10-31,-21.77,1.79,39.72,35.07,0.18,0.04,33.65,-0.65,0.34,-2.28,-0.46,143.76,287.32
CHEF,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAKE,2014-10-31,5.28,1.01,22.25,35.24,0.97,0.21,17.9,0.3,1.85,160.3,21.09,102.04,88.17
CHTP,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHFC,2014-10-31,-9.76,1.41,26.87,47.82,0.49,0.09,20.16,-0.48,0.97,63.3,10.31,104.06,159.45
CCXI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMG,2014-10-31,6.94,0.3,18.24,4.56,0.64,0.4,20.07,0.35,1.05,66.45,10.73,47.99,23.61
LNG,2014-10-31,46.89,3.17,83.25,24.99,1.18,0.31,77.52,0.6,2.62,3118.88,100.24,313.59,196.35
CPK,2014-10-31,13.09,0.52,17.97,14.35,1.2,0.42,17.8,0.74,1.75,169.61,21.94,97.07,60.17
CBI,2014-10-31,-0.65,1.77,36.07,41.82,0.78,0.16,29.34,-0.02,1.4,195.33,24.18,149.85,175.7
PLCE,2014-10-31,5.97,0.44,28.74,4.07,0.46,0.3,29.09,0.21,0.84,57.84,9.56,46.61,58.95
CMRX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHH,2014-10-31,3.95,1.08,20.68,47.07,1.04,0.2,15.08,0.26,2.18,163.15,21.35,114.63,95.86
CHDX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CQB,2014-10-31,-24.59,2.05,47.66,31.95,0.18,0.04,41.67,-0.59,0.34,-10.87,-2.28,147.3,313.76
CBK,2014-10-31,-5.87,2.02,73.26,13.09,0.37,0.13,69.59,-0.08,0.77,15.96,3.01,200.41,388.21
CHD,2014-10-31,13.83,0.46,15.08,16.04,1.41,0.46,15.54,0.89,2.3,172.89,22.24,89.65,35.95
CHDN,2014-10-31,11.77,0.94,21.0,34.56,1.29,0.29,17.01,0.69,2.45,244.35,28.06,103.66,44.72
CHUY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CIEN,2014-10-31,-15.37,2.05,47.48,32.28,0.38,0.09,41.45,-0.37,0.74,42.88,7.4,155.74,298.65
CRUS,2014-10-31,26.38,0.82,50.19,4.65,0.79,0.48,49.06,0.54,1.45,298.76,31.87,99.09,23.6
CBR,2014-10-31,-22.29,2.19,51.98,30.56,0.25,0.06,46.04,-0.48,0.47,1.55,0.31,161.81,335.74
CIFC,2014-10-31,2.43,0.76,32.69,9.42,0.45,0.19,31.27,0.08,0.82,62.84,10.24,62.06,36.15
CBB,2014-10-31,-9.65,1.2,35.47,19.73,0.28,0.08,31.89,-0.3,0.42,19.16,3.57,100.84,197.62
XEC,2014-10-31,3.46,1.6,39.43,28.49,0.75,0.18,34.27,0.1,1.43,198.64,24.46,174.01,214.05
CIT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTRN,2014-10-31,-2.38,0.47,39.91,2.37,0.13,0.11,40.05,-0.06,0.17,-13.98,-2.97,51.19,162.33
CZNC,2014-10-31,2.38,0.96,27.7,20.86,0.65,0.19,24.65,0.1,0.8,102.08,15.11,97.28,107.73
CIA,2014-10-31,-7.74,0.99,30.41,18.23,0.27,0.08,27.5,-0.28,0.42,20.9,3.87,66.32,122.39
CLC,2014-10-31,3.94,0.9,19.64,35.97,0.94,0.21,15.77,0.25,1.4,128.88,18.01,96.29,86.08
COKE,2014-10-31,6.6,0.71,22.66,17.15,0.8,0.25,20.96,0.32,1.74,119.35,17.01,92.78,97.13
CHCO,2014-10-31,-9.95,1.24,21.07,59.83,0.48,0.08,13.72,-0.72,0.98,49.91,8.43,90.91,141.5
CYN,2014-10-31,-2.46,1.35,24.74,51.32,0.79,0.14,17.86,-0.14,1.12,126.57,17.77,122.01,147.03
CLH,2014-10-31,7.73,0.46,28.06,4.54,0.54,0.33,28.33,0.27,0.97,75.84,11.95,58.04,47.66
CCOI,2014-10-31,14.26,0.96,29.68,17.98,1.0,0.31,26.88,0.53,2.0,254.99,28.84,101.67,38.79
CLNE,2014-10-31,-23.77,1.63,49.18,19.04,0.06,0.02,45.03,-0.53,0.09,-36.98,-8.82,102.64,289.5
CCO,2014-10-31,-7.72,1.75,37.44,37.59,0.55,0.12,31.16,-0.25,1.07,100.54,14.93,128.29,196.81
CLW,2014-10-31,12.91,0.7,26.52,12.19,0.92,0.35,25.16,0.51,1.72,184.29,23.24,103.85,61.92
CSBK,2014-10-31,-2.68,0.85,19.9,31.32,0.56,0.13,16.62,-0.16,0.99,58.27,9.62,66.61,97.62
CLVS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCNE,2014-10-31,-6.83,1.03,24.78,29.99,0.4,0.1,20.74,-0.33,0.57,41.27,7.15,72.22,115.01
CTS,2014-10-31,-4.44,1.57,33.35,38.46,0.63,0.13,27.23,-0.16,1.05,117.97,16.86,154.86,218.51
CNA,2014-10-31,-3.86,1.21,20.21,61.45,0.78,0.13,12.84,-0.3,1.5,98.57,14.71,106.15,115.36
CNO,2014-10-31,2.4,1.69,29.22,57.46,1.02,0.18,21.08,0.11,2.18,256.95,28.98,167.51,175.58
CIE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COBZ,2014-10-31,4.31,1.24,31.6,26.66,0.77,0.2,27.25,0.16,1.27,165.13,21.53,138.69,152.84
CDE,2014-10-31,-39.48,1.35,56.65,9.79,-0.31,-0.13,54.0,-0.73,-0.63,-81.57,-28.7,-27.31,242.75
CNS,2014-10-31,6.4,1.25,30.77,28.58,0.87,0.21,26.22,0.24,1.44,198.95,24.49,153.46,163.5
COHR,2014-10-31,2.57,1.28,27.82,36.36,0.84,0.18,22.49,0.11,1.53,164.61,21.49,152.92,178.71
CFX,2014-10-31,9.14,1.76,32.78,49.81,1.15,0.21,25.28,0.36,2.07,399.82,37.96,179.02,141.58
COHU,2014-10-31,-17.65,1.51,37.41,28.04,0.18,0.05,32.43,-0.54,0.33,-0.09,-0.02,103.26,233.52
CMCO,2014-10-31,-16.78,2.21,41.87,48.21,0.46,0.09,34.09,-0.49,0.86,72.46,11.52,172.52,278.99
COLB,2014-10-31,-2.4,1.32,29.68,34.18,0.64,0.14,24.44,-0.1,1.28,110.32,16.03,114.5,128.88
FIX,2014-10-31,-15.63,1.83,33.79,50.55,0.42,0.08,26.14,-0.6,0.78,53.57,8.96,133.38,223.38
CMC,2014-10-31,-14.25,1.55,31.92,40.97,0.34,0.07,25.59,-0.56,0.53,35.48,6.26,96.42,184.52
CVGI,2014-10-31,-16.29,2.37,59.38,27.46,0.37,0.09,53.68,-0.3,0.77,38.48,6.73,164.56,315.52
CBU,2014-10-31,6.2,0.85,19.3,33.59,1.04,0.24,15.85,0.39,1.85,147.74,19.89,92.64,65.34
CBSH,2014-10-31,-5.15,0.96,16.71,57.15,0.63,0.11,10.95,-0.47,1.01,57.75,9.55,81.4,113.38
CVLT,2014-10-31,17.68,0.29,35.13,1.14,0.64,0.78,36.17,0.49,1.04,125.08,17.62,42.89,-36.93
CMP,2014-10-31,-2.53,0.85,22.35,24.81,0.5,0.13,19.49,-0.13,0.97,55.6,9.24,75.24,107.2
CTBI,2014-10-31,-0.2,0.96,19.52,41.38,0.78,0.16,14.96,-0.01,1.32,96.14,14.42,87.8,89.67
CPSI,2014-10-31,8.06,0.48,29.05,4.8,0.55,0.33,29.15,0.28,0.84,79.49,12.41,76.86,83.57
CPRT,2014-10-31,5.15,0.72,21.07,20.08,0.8,0.23,19.2,0.27,1.21,107.9,15.76,93.19,98.56
CNSI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOR,2014-10-31,-0.53,1.74,38.79,34.55,0.71,0.16,32.84,-0.02,1.26,174.89,22.41,168.38,197.05
CTO,2014-10-31,-5.71,1.11,28.73,25.67,0.43,0.11,24.81,-0.23,0.99,52.8,8.85,94.13,154.0
CXO,2014-10-31,1.61,1.53,33.35,36.34,0.79,0.17,27.51,0.06,1.45,186.09,23.4,123.63,135.95
CVA,2014-10-31,4.08,0.41,18.23,8.59,0.59,0.26,19.1,0.21,0.71,57.06,9.45,45.19,28.24
CONN,2014-10-31,29.58,1.71,73.08,9.47,0.79,0.34,70.16,0.42,1.47,393.03,37.59,212.7,155.18
CMTL,2014-10-31,-1.73,0.82,32.55,10.98,0.36,0.14,30.8,-0.06,0.61,39.13,6.83,72.11,103.93
CNSL,2014-10-31,9.34,0.85,20.85,28.95,1.11,0.27,17.68,0.53,1.23,183.78,23.2,108.19,71.54
CTWS,2014-10-31,5.06,0.64,18.79,19.92,0.82,0.24,17.47,0.29,1.32,98.15,14.66,67.68,49.99
CPSS,2014-10-31,40.61,0.75,58.69,2.84,0.9,0.7,57.95,0.7,2.01,519.3,44.01,124.35,-25.37
CTCT,2014-10-31,-1.67,1.69,46.14,23.17,0.56,0.15,41.45,-0.04,1.03,113.4,16.37,162.52,252.46
MCF,2014-10-31,-17.94,1.07,27.8,25.65,-0.02,-0.01,23.99,-0.75,-0.04,-19.23,-4.18,44.41,147.34
CLR,2014-10-31,2.44,1.58,34.56,36.27,0.81,0.18,28.64,0.09,1.47,202.98,24.82,146.93,165.58
CVG,2014-10-31,-1.54,1.1,25.78,31.35,0.63,0.15,21.4,-0.07,1.01,91.99,13.93,97.34,134.22
CNW,2014-10-31,-12.53,1.6,36.87,32.36,0.36,0.08,31.32,-0.4,0.55,39.49,6.88,115.06,207.69
COO,2014-10-31,34.74,0.24,24.09,1.72,1.6,1.61,25.88,1.34,3.35,487.64,42.5,110.94,-31.23
CPA,2014-10-31,9.03,1.14,29.76,25.22,0.92,0.24,25.8,0.35,1.54,214.94,25.79,110.37,75.74
CORT,2014-10-31,5.56,1.54,64.6,9.79,0.47,0.2,61.76,0.09,0.74,60.89,9.98,112.9,190.15
CORE,2014-10-31,19.84,0.81,24.54,18.77,1.34,0.41,22.26,0.89,2.12,342.19,34.62,106.26,8.85
CLGX,2014-10-31,-33.46,2.14,51.94,29.24,0.02,0.01,46.17,-0.72,0.02,-78.39,-26.39,142.74,543.86
COCO,2014-10-31,-98.07,2.96,82.32,22.29,-0.61,-0.17,77.0,-1.27,-1.0,-98.83,-58.94,-73.43,499.63
CSOD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNDO,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEB,2014-10-31,9.5,1.2,31.61,25.01,0.92,0.24,27.51,0.35,1.43,231.48,27.08,142.45,139.29
JKHY,2014-10-31,9.13,0.77,14.49,48.7,1.49,0.28,10.81,0.84,2.58,178.48,22.73,105.13,70.45
CSGP,2014-10-31,13.99,1.13,27.63,29.09,1.17,0.29,23.34,0.6,2.13,314.97,32.92,124.67,55.67
CRAY,2014-10-31,18.7,1.47,49.13,15.36,0.86,0.29,45.61,0.41,1.6,364.61,35.96,138.06,86.02
CRRC,2014-10-31,-16.95,1.82,40.55,34.66,0.31,0.07,34.49,-0.49,0.59,26.67,4.84,115.63,215.85
CRAI,2014-10-31,-6.37,0.97,33.24,14.57,0.28,0.1,30.73,-0.21,0.42,21.21,3.92,86.18,191.17
BREW,2014-10-31,41.59,-0.22,46.49,0.4,0.82,-1.7,49.1,0.85,1.48,300.0,31.95,41.21,-140.15
CACC,2014-10-31,27.08,0.5,34.65,3.66,1.02,0.7,34.63,0.78,1.69,329.33,33.83,107.98,11.23
CBRL,2014-10-31,16.34,0.83,21.16,26.42,1.41,0.36,18.29,0.89,3.08,293.37,31.51,122.88,46.65
CCRN,2014-10-31,-7.32,1.17,41.8,13.53,0.28,0.1,38.93,-0.19,0.49,17.07,3.2,63.86,128.63
CCK,2014-10-31,-1.63,0.95,20.82,36.16,0.66,0.15,16.65,-0.1,1.16,79.85,12.46,93.93,110.42
CRWN,2014-10-31,3.96,1.12,34.78,18.06,0.64,0.2,31.52,0.13,1.18,126.62,17.78,114.3,105.99
CSGS,2014-10-31,-2.84,0.99,25.7,25.44,0.51,0.13,22.2,-0.13,0.72,64.15,10.42,91.22,120.04
CMLS,2014-10-31,-13.71,2.45,53.22,36.62,0.49,0.11,46.46,-0.3,0.84,82.94,12.84,197.71,353.5
CUNB,2014-10-31,1.55,0.58,20.39,13.76,0.53,0.19,19.74,0.08,1.04,56.5,9.37,46.49,51.06
CUB,2014-10-31,-5.03,0.89,22.38,27.59,0.42,0.11,19.1,-0.26,0.73,42.65,7.36,66.2,100.56
CRIS,2014-10-31,-24.03,2.22,61.98,22.17,0.19,0.05,56.99,-0.42,0.3,-34.17,-8.02,128.56,375.85
CBST,2014-10-31,22.21,0.69,30.33,9.05,1.1,0.48,29.2,0.76,2.76,326.74,33.67,137.32,57.3
CFI,2014-10-31,23.36,0.48,37.24,2.85,0.84,0.65,37.34,0.63,1.9,249.97,28.47,103.63,29.57
CUBI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CW,2014-10-31,-0.01,1.28,24.08,48.49,0.86,0.16,17.66,-0.0,1.64,143.81,19.51,125.81,137.75
CVBF,2014-10-31,-3.14,1.53,30.46,43.62,0.71,0.14,23.91,-0.13,0.91,132.45,18.38,139.09,178.11
CYNO,2014-10-31,1.87,1.45,37.83,25.47,0.67,0.18,33.2,0.06,1.27,152.4,20.34,134.19,137.21
CVI,2014-10-31,26.59,1.39,49.83,13.51,0.99,0.35,46.63,0.57,1.54,522.55,44.16,204.9,190.43
CUTR,2014-10-31,-9.72,1.18,36.42,18.16,0.26,0.08,33.03,-0.29,0.48,16.54,3.11,71.67,133.33
CYTX,2014-10-31,-46.46,2.39,78.12,16.21,-0.1,-0.03,73.81,-0.63,-0.19,-84.22,-30.88,88.49,468.48
DJCO,2014-10-31,15.41,0.81,27.95,14.52,1.02,0.35,25.96,0.59,1.71,243.97,28.03,138.67,112.39
CY,2014-10-31,-16.32,1.74,36.89,38.36,0.32,0.07,30.55,-0.53,0.61,30.53,5.47,108.14,216.14
CYTK,2014-10-31,169.81,-1.35,391.9,0.21,0.38,-1.09,392.72,0.43,4.07,15.05,2.84,-26.35,-119.34
CYT,2014-10-31,-2.01,1.72,30.51,54.88,0.85,0.15,22.58,-0.09,1.36,190.08,23.74,139.9,133.02
DAN,2014-10-31,-2.37,2.32,44.79,46.16,0.79,0.15,37.13,-0.06,1.68,263.08,29.42,210.01,259.48
DAR,2014-10-31,-3.3,1.66,31.5,47.72,0.75,0.14,24.35,-0.14,1.16,153.24,20.42,147.72,200.65
DF,2014-10-31,-23.44,1.16,49.08,9.66,-0.09,-0.04,46.7,-0.5,-0.12,-58.75,-16.23,40.38,179.55
TRAK,2014-10-31,6.55,1.32,37.83,20.92,0.74,0.21,33.89,0.19,1.34,185.5,23.34,109.23,71.86
DWSN,2014-10-31,-20.56,1.52,48.09,17.34,0.09,0.03,44.26,-0.46,0.16,-29.0,-6.62,85.98,267.64
DECK,2014-10-31,18.36,0.88,47.58,5.87,0.69,0.37,46.19,0.4,1.1,192.61,23.95,95.52,85.79
DFRG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DGAS,2014-10-31,3.54,0.58,18.88,16.12,0.68,0.22,18.16,0.19,1.01,74.89,11.83,61.88,51.82
DEL,2014-10-31,-0.86,0.82,26.54,16.55,0.47,0.15,24.35,-0.04,0.95,57.71,9.54,86.17,138.82
DLX,2014-10-31,16.13,1.34,30.93,32.21,1.22,0.28,25.84,0.62,2.43,417.23,38.91,173.08,123.0
DMD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DWRE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DNDN,2014-10-31,-74.13,2.5,73.96,19.8,-0.45,-0.13,69.12,-1.07,-0.66,-96.12,-47.8,13.25,531.07
DENN,2014-10-31,13.39,1.17,32.92,21.96,0.99,0.28,29.17,0.46,2.07,291.82,31.41,133.42,95.43
DEST,2014-10-31,-8.57,1.66,40.51,29.05,0.45,0.11,35.21,-0.24,0.86,69.96,11.19,135.14,221.93
DSCI,2014-10-31,5.81,1.02,48.04,7.8,0.47,0.22,46.13,0.13,1.15,89.58,13.65,78.44,72.77
DXLG,2014-10-31,3.03,1.11,36.27,16.15,0.58,0.19,33.25,0.09,1.07,108.76,15.86,107.85,136.43
DXM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DXCM,2014-10-31,38.87,0.43,39.64,2.01,1.16,1.07,39.95,0.97,1.95,555.25,45.64,161.58,16.74
DMND,2014-10-31,12.26,0.09,47.4,0.06,0.29,1.6,48.89,0.25,0.3,0.94,0.19,35.25,89.01
DLLR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DHIL,2014-10-31,7.6,1.66,33.92,41.29,1.02,0.21,27.39,0.28,2.38,328.19,33.76,161.01,130.86
FANG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DHX,2014-10-31,-10.87,1.99,48.07,29.52,0.45,0.11,42.39,-0.26,0.81,65.89,10.65,133.01,248.99
DKS,2014-10-31,-1.04,1.2,27.63,32.41,0.67,0.15,22.87,-0.05,1.35,108.22,15.8,111.84,159.64
DDS,2014-10-31,24.36,1.64,41.13,27.52,1.24,0.31,36.01,0.68,2.55,739.46,53.04,206.97,141.0
DBD,2014-10-31,-8.05,1.14,28.21,28.13,0.37,0.09,23.98,-0.34,0.79,39.77,6.93,88.03,150.17
DMRC,2014-10-31,19.79,0.43,53.83,1.11,0.5,0.62,54.05,0.37,1.17,115.82,16.63,71.1,38.87
DRIV,2014-10-31,-8.27,1.23,47.76,11.42,0.24,0.1,45.05,-0.18,0.52,12.0,2.29,104.68,214.46
DGI,2014-10-31,6.09,0.37,39.0,1.58,0.31,0.33,39.56,0.15,0.6,28.03,5.07,57.91,75.47
DCOM,2014-10-31,-4.82,1.1,21.09,47.24,0.62,0.12,15.38,-0.31,0.98,72.59,11.53,96.49,119.28
DIOD,2014-10-31,-15.34,1.98,39.83,42.47,0.42,0.08,32.82,-0.47,0.87,57.69,9.54,167.88,311.94
BAGR,2014-10-31,93.6,-1.28,168.06,1.0,0.43,-0.57,169.88,0.55,1.46,31.75,5.67,-20.51,-97.44
DPZ,2014-10-31,43.77,0.83,30.57,12.75,1.87,0.69,28.64,1.53,2.66,1239.21,68.02,170.95,-51.33
DLB,2014-10-31,-10.46,0.9,28.78,16.79,0.14,0.05,26.28,-0.4,0.21,-0.05,-0.01,47.51,113.98
DCI,2014-10-31,2.54,1.1,22.76,40.28,0.9,0.19,17.64,0.14,1.84,143.97,19.53,106.55,111.86
UFS,2014-10-31,-6.36,1.78,38.42,36.93,0.59,0.13,32.17,-0.2,1.13,116.55,16.71,149.76,199.61
RRD,2014-10-31,-17.04,1.66,35.51,37.76,0.28,0.06,29.33,-0.58,0.64,21.97,4.05,111.66,194.79
DGICA,2014-10-31,-0.51,0.48,21.05,8.8,0.34,0.15,21.25,-0.02,0.63,29.17,5.25,47.63,79.29
DRL,2014-10-31,-56.45,2.61,75.87,20.51,-0.18,-0.05,70.89,-0.8,-0.31,-89.77,-36.62,14.53,387.15
DORM,2014-10-31,24.91,1.18,35.3,19.32,1.25,0.37,31.8,0.78,3.49,562.76,45.97,185.86,114.94
PLOW,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRC,2014-10-31,8.53,0.96,27.45,21.27,0.88,0.25,24.36,0.35,1.5,177.23,22.62,102.97,81.88
