Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
TAL,2014-09-30,7.67,1.72,36.73,38.34,0.93,0.2,30.38,0.25,1.36,291.38,31.38,191.43,190.29
SYX,2014-09-30,-15.2,1.64,40.34,29.01,0.25,0.06,35.04,-0.43,0.37,10.61,2.04,103.08,205.1
TDY,2014-09-30,5.16,1.04,19.52,49.51,1.08,0.2,13.88,0.37,1.92,161.21,21.17,111.81,81.85
TGH,2014-09-30,4.7,1.18,32.17,23.32,0.71,0.19,28.27,0.17,1.44,145.75,19.7,122.33,131.39
TESS,2014-09-30,13.83,1.2,47.4,11.21,0.68,0.27,44.74,0.31,1.2,195.47,24.19,120.45,87.72
TREX,2014-09-30,5.92,2.09,48.89,31.89,0.78,0.18,42.84,0.14,1.81,279.89,30.6,228.16,266.92
TRI,2014-09-30,-6.58,0.85,16.28,47.41,0.4,0.08,11.97,-0.55,0.59,29.73,5.34,75.27,115.2
TITN,2014-09-30,-11.33,1.35,42.27,17.84,0.22,0.07,38.6,-0.29,0.4,3.75,0.74,65.52,148.98
TW,2014-09-30,5.92,0.94,25.9,22.84,0.79,0.22,22.76,0.26,1.61,135.32,18.67,103.56,82.68
TOL,2014-09-30,-8.88,1.45,28.57,44.79,0.47,0.09,22.04,-0.4,0.7,59.47,9.78,105.45,152.56
TDG,2014-09-30,24.32,0.79,20.22,26.85,1.81,0.46,17.51,1.39,3.03,450.18,40.64,121.07,-9.41
TRR,2014-09-30,2.23,1.45,48.91,15.32,0.5,0.17,45.4,0.05,0.85,89.28,13.61,95.67,128.37
WOOF,2014-09-30,-6.15,1.13,27.19,29.92,0.41,0.1,22.82,-0.27,0.67,46.26,7.9,86.02,134.41
VVC,2014-09-30,8.88,0.53,15.69,19.88,1.09,0.32,15.36,0.58,1.49,119.91,17.07,84.3,49.38
WSBC,2014-09-30,6.96,0.8,22.3,22.68,0.87,0.24,19.78,0.35,1.55,132.47,18.38,88.41,64.01
ZNGA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCMP,2014-09-30,-5.61,1.55,58.67,12.24,0.31,0.12,55.45,-0.1,0.57,11.49,2.2,131.2,263.1
SRI,2014-09-30,-21.55,3.06,58.43,47.79,0.44,0.08,50.21,-0.43,0.74,59.18,9.74,195.57,355.78
BEN,2014-09-30,-10.36,1.57,24.91,69.54,0.55,0.09,15.69,-0.66,0.74,70.67,11.28,132.72,196.83
DVN,2014-09-30,-15.69,1.31,24.98,48.05,0.18,0.03,18.47,-0.85,0.29,7.47,1.45,89.4,193.95
JOY,2014-09-30,-20.03,1.96,38.09,46.45,0.27,0.05,30.65,-0.65,0.46,17.95,3.36,100.27,200.36
CHK,2014-09-30,-15.93,1.24,35.23,21.6,0.09,0.03,31.35,-0.51,0.16,-13.34,-2.82,83.88,199.24
CVS,2014-09-30,3.64,0.95,20.66,37.23,0.89,0.19,16.38,0.22,1.33,124.33,17.54,96.73,84.34
CMCSA,2014-09-30,9.06,1.23,23.16,49.63,1.21,0.23,16.72,0.54,2.26,253.32,28.72,149.44,112.73
SNDK,2014-09-30,18.72,1.31,41.61,17.41,0.94,0.3,38.04,0.49,1.68,357.54,35.55,192.9,191.46
COL,2014-09-30,-2.11,0.92,18.57,43.15,0.65,0.13,14.04,-0.15,1.08,68.34,10.98,93.23,106.86
BHE,2014-09-30,-13.71,1.39,27.19,45.86,0.28,0.06,20.67,-0.66,0.46,23.39,4.29,108.95,196.32
BGCP,2014-09-30,4.91,1.44,38.73,24.05,0.7,0.19,34.25,0.14,1.4,169.09,21.89,134.1,146.84
WRB,2014-09-30,5.97,0.61,14.88,28.95,1.03,0.25,13.58,0.44,1.79,103.45,15.26,75.97,46.07
BHLB,2014-09-30,-6.59,0.88,22.64,26.49,0.31,0.08,19.47,-0.34,0.38,24.74,4.52,71.8,128.1
BIG,2014-09-30,2.12,0.97,35.58,12.97,0.48,0.18,33.2,0.06,0.79,72.7,11.55,114.5,154.98
BCEI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BH,2014-09-30,-5.41,1.11,30.82,22.79,0.38,0.11,27.12,-0.2,0.61,44.33,7.62,87.59,155.11
BDSI,2014-09-30,25.25,2.4,94.91,11.16,0.65,0.26,91.35,0.28,1.41,256.04,28.91,206.86,197.9
BMRN,2014-09-30,18.01,0.97,32.34,15.73,1.02,0.34,29.69,0.61,1.75,299.12,31.89,129.66,62.28
BIOL,2014-09-30,-4.46,2.55,84.13,16.02,0.41,0.14,79.77,-0.06,0.87,14.65,2.77,241.76,435.55
BIO,2014-09-30,-12.54,1.22,20.13,63.73,0.31,0.05,12.46,-1.01,0.5,23.42,4.3,88.75,162.82
BRLI,2014-09-30,4.11,0.87,39.68,8.49,0.44,0.2,37.99,0.11,0.75,63.14,10.28,126.47,187.68
BIOS,2014-09-30,4.04,0.73,56.22,2.92,0.27,0.21,55.51,0.07,0.47,2.22,0.44,60.06,74.56
BJRI,2014-09-30,8.55,0.93,32.37,14.3,0.7,0.25,29.98,0.29,1.11,140.09,19.15,118.58,130.88
BBOX,2014-09-30,-17.53,1.45,36.0,28.23,0.13,0.03,31.07,-0.56,0.29,-6.26,-1.28,80.12,195.22
BTX,2014-09-30,-12.49,0.96,55.44,5.28,0.04,0.02,53.96,-0.23,0.09,-45.1,-11.3,33.24,213.85
BAH,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKH,2014-09-30,7.17,0.77,19.38,27.27,0.98,0.25,16.81,0.43,1.28,134.4,18.57,115.89,107.37
HAWK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLMN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLKB,2014-09-30,-3.05,1.2,25.34,38.96,0.61,0.13,19.97,-0.15,1.05,84.65,13.05,93.22,103.77
BKCC,2014-09-30,1.1,0.98,20.79,38.76,0.78,0.17,16.28,0.07,1.24,101.6,15.05,90.94,77.49
BLT,2014-09-30,-3.46,1.12,30.18,23.96,0.46,0.12,26.37,-0.13,0.94,59.77,9.82,99.05,143.66
NILE,2014-09-30,-26.38,1.17,39.25,15.5,-0.21,-0.07,36.15,-0.73,-0.44,-54.04,-14.4,36.81,227.27
BCOR,2014-09-30,7.35,0.82,36.1,9.05,0.55,0.24,34.51,0.21,0.9,97.41,14.57,94.23,80.67
BXC,2014-09-30,-43.65,2.36,54.41,32.8,-0.14,-0.03,48.08,-0.91,-0.22,-67.33,-20.05,126.98,457.52
BTH,2014-09-30,-12.29,1.17,69.84,4.87,0.08,0.05,68.16,-0.18,0.17,-55.06,-14.78,22.64,196.24
BNCN,2014-09-30,13.02,0.39,23.52,4.76,0.81,0.49,24.33,0.53,2.26,126.64,17.78,82.76,35.83
BODY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOBE,2014-09-30,2.34,0.84,23.8,21.53,0.64,0.18,21.2,0.11,1.21,86.38,13.26,66.97,60.14
BOFI,2014-09-30,34.12,1.01,34.96,14.56,1.42,0.49,32.31,1.06,2.48,763.54,53.91,175.64,35.19
WIFI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNH,2014-09-30,59.9,0.91,74.18,2.63,1.0,0.81,73.21,0.82,2.89,1267.71,68.73,227.87,71.57
BOLT,2014-09-30,1.01,1.26,33.49,24.84,0.61,0.16,29.24,0.03,1.02,111.35,16.15,108.94,140.35
BONT,2014-09-30,-14.14,3.96,96.44,29.41,0.48,0.12,89.97,-0.16,1.07,24.55,4.49,339.54,638.72
BOKF,2014-09-30,-1.59,0.84,16.86,43.01,0.67,0.13,12.91,-0.12,1.29,64.32,10.44,71.3,78.13
SAM,2014-09-30,31.17,0.61,30.2,7.22,1.34,0.66,29.54,1.06,2.79,498.06,43.0,120.8,-7.46
BPFH,2014-09-30,3.78,0.97,30.56,17.41,0.61,0.19,27.78,0.14,1.15,103.56,15.28,92.96,77.78
EPAY,2014-09-30,-4.88,1.66,33.22,43.82,0.62,0.12,26.4,-0.18,1.04,113.88,16.42,156.01,217.11
BDBD,2014-09-30,10.26,1.15,49.83,9.29,0.56,0.24,47.5,0.22,0.9,121.99,17.29,122.93,140.79
BYD,2014-09-30,-20.49,2.21,54.95,28.15,0.24,0.06,49.23,-0.42,0.41,-7.04,-1.45,158.13,350.36
BPZ,2014-09-30,-39.6,1.94,60.57,17.98,-0.16,-0.05,56.26,-0.7,-0.34,-74.6,-23.97,74.76,378.18
BBRG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPI,2014-09-30,-25.86,2.39,55.59,32.17,0.2,0.05,49.31,-0.52,0.25,-26.87,-6.07,79.58,232.08
BRC,2014-09-30,-23.97,1.45,25.37,57.08,-0.07,-0.01,17.65,-1.36,-0.11,-21.35,-4.69,93.44,238.6
BBNK,2014-09-30,16.63,0.59,20.28,14.92,1.27,0.43,19.47,0.85,2.05,224.86,26.57,100.39,18.11
BDGE,2014-09-30,-5.73,0.78,24.03,18.22,0.26,0.08,21.93,-0.26,0.42,18.82,3.51,59.49,109.84
BGG,2014-09-30,-16.63,1.41,28.76,41.77,0.17,0.04,22.59,-0.74,0.27,4.89,0.96,115.9,238.12
BCOV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EAT,2014-09-30,14.57,0.97,26.2,23.97,1.13,0.3,22.85,0.64,1.59,264.7,29.54,120.34,67.07
BCO,2014-09-30,-21.57,1.66,31.26,49.33,0.13,0.02,23.9,-0.9,0.28,-3.61,-0.73,102.73,231.86
CARB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRS,2014-09-30,-0.37,1.39,26.74,46.99,0.78,0.15,20.13,-0.02,1.29,138.63,19.0,128.47,156.03
BR,2014-09-30,3.25,1.05,20.58,45.76,0.95,0.18,15.17,0.21,1.22,137.03,18.84,113.29,95.26
BRKS,2014-09-30,-11.79,1.7,35.63,39.62,0.4,0.08,29.18,-0.4,0.86,51.69,8.69,155.88,271.38
BRCD,2014-09-30,-0.14,0.85,35.51,10.09,0.37,0.15,33.73,-0.0,0.49,38.76,6.77,77.29,76.57
BSFT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKD,2014-09-30,-13.5,2.12,39.88,49.3,0.48,0.09,32.01,-0.42,0.87,77.72,12.19,170.36,268.93
BRKL,2014-09-30,-10.52,0.85,18.93,35.54,0.14,0.03,15.32,-0.69,0.24,4.64,0.91,57.21,119.26
BRKR,2014-09-30,-3.07,1.22,31.08,27.08,0.51,0.13,26.7,-0.12,0.91,73.52,11.65,110.77,154.63
BRO,2014-09-30,-0.77,0.96,21.95,33.7,0.64,0.15,17.88,-0.04,1.09,79.98,12.47,85.35,95.72
BC,2014-09-30,-6.24,2.86,49.78,57.76,0.76,0.13,40.66,-0.15,1.31,259.76,29.18,253.28,320.2
BKE,2014-09-30,-22.83,1.62,53.62,16.01,0.04,0.01,49.83,-0.46,0.04,-87.76,-34.31,110.03,576.11
BWLD,2014-09-30,13.27,0.98,31.88,16.48,0.89,0.29,29.14,0.46,1.76,222.69,26.4,121.36,78.19
BLDR,2014-09-30,-15.94,2.27,54.6,30.26,0.35,0.08,48.6,-0.33,0.66,25.0,4.56,193.93,327.44
CFFI,2014-09-30,18.45,0.23,31.01,0.95,0.71,0.96,32.5,0.57,1.13,136.33,18.77,54.18,-9.06
BKW,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BG,2014-09-30,-4.37,0.91,20.7,33.65,0.46,0.11,16.91,-0.26,0.73,45.83,7.84,65.03,84.09
CAB,2014-09-30,13.54,1.5,37.59,27.72,0.97,0.24,32.63,0.41,2.14,341.53,34.58,167.87,148.7
CCMP,2014-09-30,-3.02,1.14,28.2,28.45,0.51,0.13,23.92,-0.13,0.93,69.63,11.15,130.94,198.34
CBT,2014-09-30,-4.8,1.82,32.34,55.05,0.72,0.13,24.22,-0.2,1.15,143.88,19.52,165.51,216.86
CACI,2014-09-30,-6.77,1.2,26.38,36.2,0.44,0.1,21.23,-0.32,0.57,50.77,8.56,94.0,138.19
CDNS,2014-09-30,-1.33,1.42,26.5,50.03,0.77,0.14,19.53,-0.07,1.32,134.47,18.58,142.21,155.62
HERO,2014-09-30,-40.22,2.56,55.74,36.86,-0.01,-0.0,48.86,-0.82,-0.02,-55.19,-14.83,137.36,418.51
CZR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAP,2014-09-30,1.48,1.68,40.73,29.68,0.67,0.16,35.31,0.04,1.44,162.55,21.29,146.72,192.36
DVR,2014-09-30,-62.19,2.23,56.31,27.45,-0.49,-0.12,50.65,-1.23,-0.66,-90.19,-37.15,28.45,425.85
CALM,2014-09-30,20.42,0.62,24.97,10.79,1.2,0.48,24.11,0.85,2.18,281.08,30.68,116.8,45.74
CLMS,2014-09-30,-21.8,1.79,32.42,52.97,0.17,0.03,24.53,-0.89,0.3,2.99,0.59,121.36,252.67
CVGW,2014-09-30,15.09,0.52,25.99,6.89,0.89,0.45,25.88,0.58,2.22,168.68,21.86,67.63,-0.24
CAMP,2014-09-30,31.36,1.0,43.25,9.33,1.08,0.47,41.18,0.76,1.42,529.29,44.47,129.69,-14.51
CCC,2014-09-30,-6.14,0.96,26.16,23.62,0.33,0.09,22.87,-0.27,0.64,30.68,5.5,99.86,160.94
CFNB,2014-09-30,5.97,0.54,19.46,13.26,0.73,0.27,19.14,0.31,1.31,85.68,13.18,49.43,27.8
CWT,2014-09-30,-2.61,0.59,14.45,29.25,0.45,0.11,13.3,-0.2,0.72,31.74,5.67,57.12,80.88
CALX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ELY,2014-09-30,-19.03,1.56,32.99,38.83,0.15,0.03,26.82,-0.71,0.26,-2.05,-0.41,105.12,244.29
CPN,2014-09-30,4.61,0.67,21.46,17.01,0.69,0.22,20.03,0.23,1.34,88.37,13.5,89.39,87.06
CALD,2014-09-30,18.49,1.27,45.16,13.76,0.84,0.3,42.08,0.44,1.34,299.34,31.91,161.45,119.65
CBM,2014-09-30,19.67,0.69,41.64,4.77,0.73,0.44,40.84,0.48,1.27,196.51,24.28,97.73,26.85
CAC,2014-09-30,-11.58,1.22,24.11,44.84,0.3,0.06,18.15,-0.64,0.5,24.75,4.52,102.17,191.56
CMN,2014-09-30,14.3,1.6,34.46,37.52,1.13,0.24,28.36,0.5,2.9,419.89,39.05,188.88,150.32
CSU,2014-09-30,11.55,1.24,34.07,23.27,0.9,0.25,30.02,0.38,2.02,248.03,28.33,154.65,140.29
CPLA,2014-09-30,-18.49,1.78,44.02,28.46,0.2,0.05,38.62,-0.48,0.3,-4.9,-1.0,88.66,198.4
CFFN,2014-09-30,12.58,2.05,112.08,5.83,0.39,0.22,109.64,0.11,2.85,147.69,19.89,108.59,88.59
CCBG,2014-09-30,-10.54,1.09,33.65,18.45,0.19,0.06,30.41,-0.35,0.3,3.85,0.76,84.82,185.97
CSWC,2014-09-30,0.52,1.01,21.09,39.9,0.76,0.16,16.35,0.03,1.24,99.98,14.87,93.56,97.59
CPST,2014-09-30,-18.86,1.67,47.46,21.65,0.14,0.04,42.93,-0.44,0.25,-18.94,-4.11,121.4,294.73
CRR,2014-09-30,-3.55,1.36,50.48,12.7,0.34,0.13,47.4,-0.07,0.47,21.17,3.92,103.26,213.92
CFNL,2014-09-30,1.28,1.14,24.46,37.78,0.77,0.17,19.38,0.07,1.32,120.97,17.18,95.42,85.59
CSII,2014-09-30,24.0,0.9,54.96,4.64,0.69,0.42,53.68,0.45,1.31,225.03,26.59,113.57,105.48
CATM,2014-09-30,27.72,0.46,30.54,4.04,1.14,0.75,30.74,0.9,1.92,350.13,35.1,72.96,-88.35
CSL,2014-09-30,1.73,1.35,27.4,42.28,0.82,0.17,21.32,0.08,1.32,155.7,20.66,127.83,131.74
CKEC,2014-09-30,15.42,1.81,67.62,12.56,0.64,0.24,64.14,0.24,1.1,206.43,25.1,172.05,193.03
CRS,2014-09-30,-5.52,1.65,32.54,45.05,0.61,0.12,25.61,-0.22,1.0,108.86,15.87,146.39,197.38
TAST,2014-09-30,16.76,0.99,41.25,10.06,0.78,0.32,39.12,0.43,1.52,229.17,26.91,121.35,77.71
CRZO,2014-09-30,-5.42,1.99,43.39,36.58,0.58,0.13,36.93,-0.15,0.94,119.76,17.06,146.16,217.43
CRI,2014-09-30,13.88,0.79,30.16,11.85,0.86,0.33,28.46,0.49,2.26,194.46,24.11,82.94,45.07
CASY,2014-09-30,9.28,0.67,19.65,20.13,0.99,0.29,18.1,0.51,2.44,141.95,19.33,78.26,20.73
CACB,2014-09-30,-17.04,0.97,55.84,5.25,-0.04,-0.02,54.36,-0.31,-0.06,-58.26,-16.03,10.22,221.39
CWST,2014-09-30,-9.89,1.52,43.92,20.99,0.31,0.09,39.65,-0.25,0.91,30.95,5.54,79.73,117.53
CAS,2014-09-30,-16.9,1.88,57.45,18.67,0.21,0.06,53.09,-0.32,0.35,-14.08,-2.99,115.39,265.61
CSH,2014-09-30,2.49,0.54,25.06,8.2,0.43,0.2,24.76,0.1,0.75,47.73,8.12,46.15,42.98
CTRX,2014-09-30,28.6,0.2,34.88,0.56,0.91,1.6,36.37,0.79,1.53,260.33,29.22,68.31,-63.27
CASS,2014-09-30,-4.05,1.03,25.79,27.84,0.46,0.11,21.91,-0.18,0.73,53.79,8.99,89.83,129.4
CATY,2014-09-30,4.37,1.54,32.83,38.47,0.86,0.18,26.73,0.16,1.61,213.39,25.67,143.21,122.66
CATO,2014-09-30,3.97,0.89,23.6,24.85,0.75,0.2,20.51,0.19,1.37,111.0,16.11,82.83,72.33
CVCO,2014-09-30,-1.92,1.35,35.12,25.76,0.54,0.14,30.61,-0.06,1.03,91.55,13.88,101.44,137.35
CDI,2014-09-30,-12.9,1.5,34.91,32.28,0.29,0.07,29.48,-0.44,0.45,22.76,4.19,96.8,204.97
CBEY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CBZ,2014-09-30,-8.77,0.78,20.93,24.04,0.15,0.04,18.48,-0.47,0.26,5.5,1.08,75.45,157.79
CBOE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CECE,2014-09-30,14.02,1.26,38.57,18.6,0.87,0.27,34.96,0.4,2.27,276.65,30.37,142.62,93.55
CGI,2014-09-30,-7.07,1.62,36.99,33.61,0.48,0.11,31.24,-0.23,0.75,74.57,11.79,129.63,193.76
CE,2014-09-30,-4.18,1.81,34.03,49.55,0.7,0.13,26.45,-0.16,0.94,143.83,19.51,149.43,181.71
CTIC,2014-09-30,-51.1,1.18,64.49,5.83,-0.51,-0.28,62.62,-0.82,-0.85,-93.44,-42.01,-33.87,356.77
CNC,2014-09-30,17.4,1.16,33.86,20.33,1.04,0.3,30.29,0.57,2.16,336.69,34.29,151.08,93.39
CSFL,2014-09-30,-1.93,0.75,28.18,12.52,0.34,0.13,26.56,-0.07,0.67,34.4,6.09,65.47,88.2
CNBC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CETV,2014-09-30,-64.61,2.32,70.81,18.67,-0.41,-0.13,66.18,-0.98,-0.74,-93.43,-41.99,1.79,397.19
CENTA,2014-09-30,-22.98,1.48,35.17,30.94,-0.01,-0.0,29.91,-0.77,-0.01,-26.44,-5.96,89.93,223.62
CPF,2014-09-30,-18.33,0.95,56.15,4.98,-0.07,-0.04,54.74,-0.33,-0.09,-63.61,-18.3,31.75,219.3
CENX,2014-09-30,-1.78,2.36,55.18,31.96,0.63,0.15,48.94,-0.04,1.18,177.75,22.67,219.85,297.88
CNBKA,2014-09-30,6.98,0.41,21.44,6.43,0.62,0.32,22.15,0.32,0.85,73.79,11.69,43.01,7.15
CVO,2014-09-30,-41.42,2.02,44.36,36.27,-0.23,-0.05,37.9,-1.09,-0.35,-64.31,-18.62,119.62,395.88
CPHD,2014-09-30,18.05,0.85,37.26,9.05,0.83,0.37,35.59,0.51,1.31,233.06,27.2,115.26,44.36
CERS,2014-09-30,-6.23,2.02,52.1,26.31,0.48,0.12,46.72,-0.13,0.9,83.11,12.86,167.05,207.44
CRL,2014-09-30,-1.46,0.95,26.88,21.67,0.49,0.14,23.8,-0.06,0.74,61.55,10.07,82.29,101.27
ECOM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEVA,2014-09-30,-0.85,0.78,38.03,7.43,0.3,0.14,36.7,-0.02,0.67,25.02,4.57,41.81,92.61
GTLS,2014-09-30,2.6,1.85,46.55,27.57,0.67,0.17,41.18,0.06,1.57,183.14,23.14,145.6,192.52
CHE,2014-09-30,8.96,0.73,20.9,21.46,0.97,0.28,18.86,0.48,1.92,146.5,19.77,96.6,70.01
CHFN,2014-09-30,-0.68,0.16,22.3,0.93,0.08,0.11,24.8,-0.03,0.1,-3.23,-0.66,7.7,19.72
CHTR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCF,2014-09-30,3.04,1.62,36.31,34.84,0.77,0.17,30.44,0.1,1.39,193.54,24.03,163.48,172.39
CKP,2014-09-30,-26.0,1.83,40.37,35.81,0.05,0.01,34.14,-0.76,0.1,-25.61,-5.74,140.1,307.67
CHEF,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAKE,2014-09-30,5.53,1.01,22.31,35.71,0.94,0.21,17.89,0.31,1.82,153.08,20.41,103.12,88.41
CHTP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHFC,2014-09-30,-10.16,1.39,26.51,47.85,0.42,0.08,19.82,-0.51,0.82,48.53,8.23,98.15,153.42
CCXI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHMG,2014-09-30,7.44,0.29,18.24,4.47,0.65,0.41,20.13,0.37,1.07,67.93,10.92,48.41,20.47
LNG,2014-09-30,45.37,3.26,83.99,26.26,1.14,0.29,78.05,0.58,2.51,2631.4,93.77,324.71,225.84
CPK,2014-09-30,11.12,0.49,16.73,15.15,1.12,0.38,16.8,0.66,1.52,137.09,18.85,87.37,54.7
CBI,2014-09-30,2.17,1.77,35.9,42.52,0.82,0.17,29.07,0.07,1.43,214.85,25.78,156.95,169.27
PLCE,2014-09-30,7.01,0.42,28.78,3.71,0.47,0.32,29.26,0.24,0.87,60.34,9.9,44.97,49.2
CMRX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHH,2014-09-30,3.3,1.09,20.83,47.61,0.96,0.18,15.12,0.22,2.08,144.68,19.6,114.22,99.42
CHDX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CQB,2014-09-30,-22.79,2.03,47.66,31.63,0.18,0.04,41.69,-0.55,0.33,-12.13,-2.55,148.69,304.32
CBK,2014-09-30,-0.21,2.08,71.59,14.78,0.44,0.15,67.62,-0.0,1.0,59.43,9.78,236.81,391.2
CHD,2014-09-30,13.65,0.46,15.09,16.13,1.37,0.45,15.56,0.88,2.23,165.06,21.53,88.84,34.41
CHDN,2014-09-30,6.97,1.0,22.93,33.46,0.98,0.22,18.7,0.37,1.48,168.34,21.83,102.08,76.52
CHUY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CIEN,2014-09-30,-20.62,2.14,49.27,32.99,0.25,0.06,43.06,-0.48,0.47,2.7,0.53,158.34,338.74
CRUS,2014-09-30,24.98,0.89,50.49,5.41,0.77,0.44,49.13,0.51,1.4,275.0,30.26,106.72,45.57
CBR,2014-09-30,-24.31,2.25,52.73,31.69,0.19,0.05,46.59,-0.52,0.36,-14.25,-3.03,168.42,358.01
CIFC,2014-09-30,-0.7,0.81,33.36,10.3,0.35,0.15,31.7,-0.02,0.64,38.29,6.7,61.92,58.98
CBB,2014-09-30,-13.18,1.22,35.73,20.47,0.16,0.05,32.0,-0.41,0.24,-3.71,-0.75,96.15,211.46
XEC,2014-09-30,4.27,1.64,39.39,30.44,0.75,0.18,33.94,0.13,1.43,200.5,24.61,185.5,223.18
CIT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTRN,2014-09-30,-4.32,0.49,40.06,2.61,0.08,0.07,40.1,-0.11,0.11,-22.37,-4.94,50.25,169.65
CZNC,2014-09-30,-2.4,1.02,28.91,21.64,0.46,0.13,25.59,-0.09,0.56,56.84,9.42,94.5,135.32
CIA,2014-09-30,-10.36,0.98,30.0,18.74,0.16,0.05,27.04,-0.38,0.24,1.89,0.38,58.41,126.59
CLC,2014-09-30,1.99,0.91,19.81,36.78,0.81,0.18,15.79,0.13,1.23,101.7,15.06,93.22,93.62
COKE,2014-09-30,1.45,0.71,21.09,20.01,0.59,0.17,19.24,0.08,1.19,67.37,10.85,79.67,106.21
CHCO,2014-09-30,-9.5,1.21,20.85,58.98,0.44,0.08,13.64,-0.7,0.88,42.61,7.36,86.83,133.16
CYN,2014-09-30,-2.76,1.35,24.81,51.63,0.73,0.13,17.86,-0.15,1.06,110.77,16.08,121.16,147.71
CLH,2014-09-30,9.62,0.47,27.75,4.91,0.6,0.36,27.97,0.34,1.05,91.68,13.9,65.28,45.61
CCOI,2014-09-30,12.2,1.0,30.22,19.0,0.91,0.28,27.2,0.45,1.85,215.14,25.81,102.73,55.4
CLNE,2014-09-30,-26.0,1.7,49.89,20.21,0.0,0.0,45.51,-0.57,0.0,-45.87,-11.55,109.39,313.51
CCO,2014-09-30,-8.13,1.74,37.39,37.65,0.5,0.11,31.08,-0.26,0.97,81.39,12.65,124.88,194.9
CLW,2014-09-30,14.65,0.66,26.64,10.8,0.93,0.37,25.55,0.57,1.75,190.88,23.81,100.51,45.15
CSBK,2014-09-30,-4.03,0.86,20.1,32.01,0.46,0.11,16.68,-0.24,0.84,43.98,7.56,65.26,104.37
CLVS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCNE,2014-09-30,-10.63,1.04,24.18,32.02,0.22,0.05,19.94,-0.53,0.31,12.84,2.45,62.76,124.5
CTS,2014-09-30,-6.76,1.56,32.82,39.43,0.52,0.11,26.59,-0.25,0.87,81.36,12.64,146.31,217.69
